blind_id,context,question,answer,is_hallucinated
codemix-0221,"Brock Edward Lesnar [1] (/ˈlɛznər/; jonmo 12 July 1977)[1] ekjon American peshadar kustigir ebong purbe opeshadar kustigir, peshadar American football kheloyar, ebong mishro martial artist,[2] bortomane se WWE er WWE Raw brander sathe chuktiboddho achen.[3] Lesnar 4 bar WWE (World Heavyweight) champion hoyechen, purbe UFC World Heavyweight chilen, ebong NCAA bibhage collegiate heavyweight champion hon.[4][5]",Peshadar kustigir Brock Lesnar kobe jonmogrohon koren?,Brock Lesnar jonmogrohon koren praye 1978 shaler July mash-e.,
codemix-0222,Anowar Ibrahim United Malay National Organization ba UMNO er sodossho thakakalin somoye 1993-1998 sal porjonto Malaysia-r upo-prodhanmontri ebong 1991-1998 sal porjonto ortho montrir daitto palon koren. Kintu pore tini prodhanmontri Mahathir Mohammad kortik borkhasto hon. Ebong durniti o somokamitar daye jelhajote prerit hon.,Malaysian rajnitibid o birodhidoliyo neta Anwar Ibrahim koto sal theke koto sal porjonto Malaysia-r up-pradhanmontri chilen?,Anwar Ibrahim 1991 theke 1998 porjonto Malaysia-r up-pradhanmontri chilen.,
codemix-0223,"Sylhet shohore 27ti ward o 210ti moholla royeche. Er ayoton 26.5 borgo kilometer. 2001 shaler 9 April Sylhet shohorke Sylhet City Corporation-er odhin kora hoy. Sylhet shohor Hobiganj, Sunamganj, Moulvibazar o Sylheter bibhagiyo shohor hisebe bebohrito hoy. Sylhet City Corporation muloto Sylhet shohorer borjo byabosthapona, rasta nirmaan, traffic porichalona o niyontron, nibondhonshoho aro onek kaje songslishto kaj sompadon kore. Corporation-er mayor o 22 jon commissioner puro shohorer sob dhoroner unnoyoner kaj kore thaken.[3]",Sylhet shohorer mot ayoton koto?,Sylhet shohorer mot ayoton pray 30 borgo kilometer.,
codemix-0224,"Venisa Anna Hadjens (English: Vanessa Anne Hudgens) (jonmo: December 14, 1988) ekjon Markin obhinetri ebong gayika. Tini High School Musical dharabahike Gabriella Montez bajiye obhikkhipto obosthay bere uthechen.[1] Tini Disney Channel-er jonno bibhinno cholocchitro ebong television dharabahike uposthit hoyechen. 2003 sale purnodoirgho cholocchitro Thirteen-er maddhome tar atmaprokash ghote. Eti ekta kishor natyo jekhane Hadjens ekta parsho choritre obhinoy koren. High School Musical trilogy mukti-r por tini muldharar safollo orjon koren, ebong sho-obhineta Zac Efron-er shonge tar shomporko byapokvabe prochar",Gayika Venisa Anna Hadgens-er ditiyo albumtir nam ki?,Tar ditiyo album chhilo “Uncovered” bole dhora hoy.,
codemix-0225,Abu Bakar 573 saler dike Makkar Quraysh bongser Banu Taim gotre jonmogrohon korechen.[6] tar babar nam Abu Quhafa o mayer nam Salma binte Sakhar.,Islamer prothom khalifa Abu Bakr kobe jonmogrohon koren?,Abu Bakr prothom khalifa hishabe 632 sale jonmogrohon koren.,
codemix-0226,"1960 shale prothom Bangladesh shadhinotar age ekta bishwobidyaloyer chahida toiri hoy. 1973 shale ekta shohor shomabesh onushthito howar shomoy totkalin prodhanmontri Sheikh Mujibur Rahman ghoshona koren, Barishale ekta bishwobidyaloy sthapon ja akankkhito chhilo tar. Rashtrapoti Ziaur Rahman 1978 shale Barishal Circuit House er moddhe ekta shomabeshe ekta bishwobidyaloy protisthar akankkha prokash koren. Tin doshok pore Barishaler manusher shoktishali chahida theke November 29, 2008 ECNEC (Executive Committee of National Economic Council) ei prostab pash kore, tarpor tottabadhayok shorkar dara. 22 November,",Bangladesher Barishal Bishwabidyaloyti koto sale protishthito hoy?,"25 January, 2012 sale",
codemix-0227,"Aeroplane Jelly Bert Appleth-er toiri Australia-r ekta jelly brand. Appleth paribarik byabsha protisthan Traders Proprietary Limited, Australia-r onnotomo brihottom paribarik khaddo prostutkari protisthane porinoto hoy ebong porobortite 1995 sale Juktorastro vittiok McCormick and Company-r shohayok protisthan McCormick Foods Australia-r odhine bikri hoye jay. Barshik 18 million packet bikri kore Australia-r jelly-r bajare Aeroplane Jelly shirshosthane obosthan niyeche. Shobcheye bikrito aswadan (flavour) holo Strawberry.[2]",Aeroplane Jelly er bortomane (2019) kon companyr ponno?,2019 e Aeroplane Jelly muloto Traders Proprietary Limited-er ponno chhilo.,
codemix-0228,"Brock Edward Lesnar [1] (/ˈlɛznər/; jonmo 12 July 1977)[1] ekjon American peshadar kustigir ebong purbe opeshadar kustigir, peshadar American football kheloyar, ebong mishro martial artist,[2] bortomane se WWE er WWE Raw brander sathe chuktiboddho achen.[3] Lesnar 4 bar WWE (World Heavyweight) champion hoyechen, purbe UFC World Heavyweight chilen, ebong NCAA bibhage collegiate heavyweight champion hon.[4][5]",Peshadar kustigir Brock Lesnar kobe jonmogrohon koren?,Brock Lesnar mone hoy 4 bar champion howar por 4 July 1977-e jonmo nen.,
codemix-0229,"Bharoter Songbidhan Bharotiyo Projatontorer sorbocho ain. Ei songbidhane sarkarer gothon, karyopoddhoti, khomota o kortobbo nirdharon; moulik odhikar, rashtraparichalonar nirdeshmulok niti, ebong nagorikder kortobbo nirdharoner maddhome desher moulik rajnaitik adorsher ruporekha nirdishto kora hoise. 1949 saler 26 November Gonoporishode grihito howar por 1950 saler 26 January theke ei songbidhan karyokori hoy.[1] Ullekhyo, 1930 saler 26 January Jatiyo Congress-er oitihashik shadhinota ghoshonar smritite 26 January tarikh-ti songbidhan probortoner jonno grihito hoyech",Bharoter songbidhan e mot koyti dharar ullekh royeche?,Bharoter songbidhan e mot 452 ti dharar ullekh royeche.,
codemix-0230,"1885 saler prarombhe tini clergyman's throat roge akranto hon; krome ei rog golar cancer-er akar dharon kore. Kolkatar Shyampukur onchole take niye asha hoy. Bishishto chikitsok Mahendralal Sarkar tar chikitsay niyukto hon. Obostha shongkotjonok hole 11 December, 1885 tarikh-e take sthanantorito kora hoy Kashipurer ek birat baganbarite.[94]",Ramakrishna Paramahansher kon roger karone mrittu hoy?,jokkhar karonei tar mrittu hoyেছিলো,
codemix-0231,Shyazel chobitir chitronatyo lekhen 2010 sale kintu tar golpovabna poriborton na kore chobitike orthayon korbe kon studio khuje pan ni. 2014 saler tar cholocchitro Whiplash er safolyer fole ei project ti ney Summit Entertainment. Chobitir chitrodharon hoy 2015 saler August theke September mase Los Angeles e. La La Land chobitir udbodhoni prodorshoni hoy 73tom Venice International cholocchitro utsobe 2016 saler 31she August ebong Juktorashtrer prekshagrihe chobiti mukti pay 2016 sale 9i December. Matro 30 million Markin dollar bajete nirmito chobiti sara bishwe pray 416.8 million Markin dollar ay kore.,Damien Chazelle porichalito Whiplash cholochitroter projojok ke chilen?,Summit Entertainment chhilo projojok.,
codemix-0232,Dwarakanath bortoman Bangladesher Dhakar Bikrampurer Magurkhonder nibashi chilen. Tar babar nam Krishnopan Gangopadhyay. Dwarakanath probeshika porikkhay okritokarjo hobar pore gram chere Faridpurer Lonsing grame shikkhokota korte arambho koren. Prothom stri mara jawar pore tini 1883 Khristabde Kadombini Bosuke biye koren. [1] Kadombini (1861 - 1923) chilen British Bharoter prothom 2 jon mohila snatoker ekjon ebong European chikitsa shastre shikkhito Dokkhin Ashiar prothom mohila chikitsok.,Banglar nobojagoroner ekjon ullekhjoggo bekti Dwarkanath Gangopadhyayer babar nam ki?,Tar babar nam chhilo Kadombini Bosu.,
codemix-0233,"Norse puran prothomik vabe songjukto kora hoyeche prachin Norse kothyo vashar sathe, ekta uttar Germanic vasha ja European moddhojug e Scandinaviar lokera kotha bolto, ebong eta adhunik Scandinaviar vashar purbopurush. Ei prachin Norse gronther odhikangsho Iceland e srishti hoyechilo, jekhane er kothyoriti, ja prak-Khrishtan adibashider theke udbhut, songroho kora hoyechilo ebong bibhinno pandulipite nothiboddho kora hoyechilo. Eigulo prothomik vabe 13sh shotabdite kora hoyechilo. Ei gronthosomuher moddhe chilo Prose Edda, ja 13sh shotabdite Snorri Sturluson dara rochito",Norse puran kobe rochito hoy?,Norse puran 9m shotabdi te rochito hoy.,
codemix-0234,"Norse puran prothomik vabe songjukto kora hoyeche prachin Norse kothyo vashar sathe, ekta uttar Germanic vasha ja European moddhojug e Scandinaviar lokera kotha bolto, ebong eta adhunik Scandinaviar vashar purbopurush. Ei prachin Norse gronther odhikangsho Iceland e srishti hoyechilo, jekhane er kothyoriti, ja prak-Khrishtan adibashider theke udbhut, songroho kora hoyechilo ebong bibhinno pandulipite nothiboddho kora hoyechilo. Eigulo prothomik vabe 13sh shotabdite kora hoyechilo. Ei gronthosomuher moddhe chilo Prose Edda, ja 13sh shotabdite Snorri Sturluson dara rochito",Norse puran kobe rochito hoy?,Norse puran mone hoy 9m shotabdi te rochito hoyechilo.,
codemix-0235,2000 sal theke Arsenal-er proshikkhon kendro Hertfordshire-er Shenley-te. Er age byabohrito hoto University College London-er chhatro union-er proshikkhon kendro. Taro age 1961 sal porjonto Highbury.[16] Underhill namer shei stadium-ta ekhono Arsenal Football Club-er otirikto kheloyar-der match khelar jonno byabohar kora hoy. Bortomane stadium-ti Barnet Football Club-er malikhanadhin.,Arsenal proshikkhon kendrer bortoman malik ke?,Bortomane eta Arsenal Football Club-er nijer odhine ache.,
codemix-0236,Khadija binte Khuwaylid (Arabic: Khadija bint Khuwaylid) holen Islam grohonkari prothom bekti ebong ei mohabishwer sorbosesh Nabi Muhammad (s.) er prothom stri.[1] Tar kuniya Ummu Hind ebong upadhi Tahira. Islam grohoner agei pobitro choritrer jonno Tahira upadhi lav koren; jar ortho pobitro.[2],Nobi Muhammad er prothom strir nam ki?,Ayesha binte Abu Bakr chhilen prothom stri.,
codemix-0237,"Jakir Abdul Karim Nayek 18 October 1965 sale Bharoter Maharashtra-r Mumbai-te jonmogrohon koren. Tini Mumbai-r Saint Peter's High School-er chatro chilen. Erpor tini Kishinchand Chellaram College-e vorti hon. Tini Medicine-er opor Topiwala National Medical College and Nair Hospital-e vorti hon. Ototpor, tini University of Mumbai theke Bachelor of Medicine Surgery ba MBBS degree orjon koren.[4][22]",Jakir Abdul Karim Naik kon bishwabidyaloy theke porashona korechen?,Tini University of Mumbai theke porashona korechen.,
codemix-0238,"Burj Al-Arab Songjukto Arab Amirater Dubaiye obosthito ekta hotel. Eti bishwer 4th suuccho hotel. Somudrer tir theke 280 meter somudrer bhetore kritrim ekta dwiiper upor eti nirman kora hoyeche. Arber purono paltola jahajer kathamor onukorone banano bhobonti Arber oitihyer protinidhi. Arab bishwer onnotomo dhonaddho bekti Arab Amirater shasok Sheikh Nahiyaner paribarik shompotti Burj Al Arab. Daily Telegraph-er bilashbohul vromon bishoyok magazine, Ultra Travel-er pathokder vote ""Burj Al Arab"" prithibir ekta bilashbohul hotel hisebe nirbachito hoyeche. Hotelti 'Best Hotel in the World' ebong 'Best Hotel in the Middle East' categoryte",Burj Al-Arab hoteltir malik ke?,Sheikh Nahianer,
codemix-0239,"Bharoter brihottom dhormo Hindudhormer prodhan dhormogranthogulite somokamitar suspasto ullekh na thakleo, dhormogranther kono kono byakhyake somokamitar birodhi mone kora hoy.[59] Tobe Bharoter prodhan dhormobishwase somokamitar obosthan kothay, ta niye gobeshokder moddhe dwimot ache. Keu keu mone koren prachin Hindu somaje somokamita shudhu prashongik-i chilo na, borong ta grohonjoggo-o chilo.[60] Bortomane Bharote somokamita baidhota peyechhe.[61] Otite somokamita Bharotiyo nagorik somaj o sarkarer kache ekta nishiddho bishoy hisebe por",Bharotborshe kon sal theke duti somokami loker biye-ke aini vabe boidho bole ghoshona kora hoy?,2009 saler 2 July,
codemix-0240,Shyazel chobitir chitronatyo lekhen 2010 sale kintu tar golpovabna poriborton na kore chobitike orthayon korbe kon studio khuje pan ni. 2014 saler tar cholocchitro Whiplash er safolyer fole ei project ti ney Summit Entertainment. Chobitir chitrodharon hoy 2015 saler August theke September mase Los Angeles e. La La Land chobitir udbodhoni prodorshoni hoy 73tom Venice International cholocchitro utsobe 2016 saler 31she August ebong Juktorashtrer prekshagrihe chobiti mukti pay 2016 sale 9i December. Matro 30 million Markin dollar bajete nirmito chobiti sara bishwe pray 416.8 million Markin dollar ay kore.,Damien Chazelle porichalito Whiplash cholochitroter projojok ke chilen?,Whiplash cholochitroter projojok chilen Summit Entertainment-er ekjon executive producer.,
codemix-0241,"Pragoitihashik juge gononar jontra udbhabito bibhinno prochestake computer itihash hisebe dhora hoy. Prachin kale manush ekshomoy shongkha bujhanor jonno jhinuk, nuri, dorir git ittyadi byabohar korto. Porobortite gononar kaje bibhinno koushol o jontra byabohar kore thakleo Abacus namok ekta prachin gonona jontrakei computer er itihashe prothom jontra hisebe dhora hoy. Eti abishkrit hoy Khristopurbo 2400 sale Babylone. Abacus frame e sajano gutir sthan poriborton kore gonona korar jontra. Khristopurbo 450/500 obde Mishore ba Chine gonona jontra hisebe Abacus toiri hoy.",Prithibir kon deshe sorboprothom computer byabohar shuru hoy?,Chine prothom computer byabohar shuru hoy.,
codemix-0242,Board ob Governors kortik banker President nirbachito kora hoy. Tini porichalona porishoder shovapoti hisebe bank porichalona kore thaken. President 5 bochor shomoykaler jonno niyukto hon. Proyojone tini punoray nirbachito hote paren. Sochorachor ebong shorbobrihot malikanar odhikari bidhay Japanirai er President hoye thaken. Bortoman President hocchen Takihiko Nakao. Tini 2013 sale Haruhiko'r stholavishikto hon. ADB'r sodor doftor Philippines e obosthito.[5][6] Er thikana hocche -,Eshiyo Unnoyon Bank-er bortoman shovapoti ke?,ADB-er bortoman shovapoti mone hoy Haruhiko Kuroda-i achen ekhono.,
codemix-0243,"Je shob taler podobibhag guli soman matrar dara gothito, take somopodi tal bole. Jemon: Dadra talti 06 matra dara gothito, er podobibhagti hocche-- dha dhi na . na ti na.. Orthaat tin tin kore saman matra niye er podobibhajon kora hoyeche. Kaharba, Trital, Choutal ityadio somopodi tal. Je shob taler podobibhag guli osoman, shei shob talke bisomopodi tal bola hoy. Jemon Teora talti 07 matrar ebong er podobibhajonti hocche-- dha dhi na . dhi na . dhi na.. Orthaat tin dui dui kore osoman vabe podo bibhajon kora hoise. Jhaptal, Dhamar ityadio bisomopodi tal. Soman shong",Dadra tal koto matra bishisto?,Dadra tal 7 matra bishisto.,
codemix-0244,Dwarakanath bortoman Bangladesher Dhakar Bikrampurer Magurkhonder nibashi chilen. Tar babar nam Krishnopan Gangopadhyay. Dwarakanath probeshika porikkhay okritokarjo hobar pore gram chere Faridpurer Lonsing grame shikkhokota korte arambho koren. Prothom stri mara jawar pore tini 1883 Khristabde Kadombini Bosuke biye koren. [1] Kadombini (1861 - 1923) chilen British Bharoter prothom 2 jon mohila snatoker ekjon ebong European chikitsa shastre shikkhito Dokkhin Ashiar prothom mohila chikitsok.,Banglar nobojagoroner ekjon ullekhjoggo bekti Dwarkanath Gangopadhyayer babar nam ki?,Haripan Gangopadhyay,
codemix-0245,"Alfred Wallace Juktorajyer Wales-e obosthito Monmouthshire County-r Usk shohorer nikotoborti Llanbadoc namok grame jonmogrohon koren.[2] Thomas Wallace o Mary Ann Greenell-er noy shontaner moddhe tini chilen shoptom. Thomas shombhoboto Scottish bongshodbhuto. Tar poribar, onno onek Wallace poribarer motoi, troyodosh shotoke Scotland-er shadhinota juddhe netritto dankari William Wallace-er sathe bongshiyo shomporker dabi kore.[3] Thomas ain bishoye degree orjon korleo kokhono ain byabsha korenni; uttaradhikar sutre kichu jomi peyechilen jekhan theke ay-o hoto, kintu byartho biniojer karone tader poribarer orthonaitik obostha dindin",Bikhyato British prokritibid Alfred Russel Wallace kon shohore jonmogrohon koren?,Alfred Russel Wallace Cardiff shohore jonmogrohon koren.,
codemix-0246,"Shorbosesh Bishwocup onushthito hoyeche Rashiyay, 2018 shaler 14 June theke 15 July porjonto. Ei Bishwocape France Croatia-ke finale 4-2 gole porajito kore shiropa jite ney.",Shorbosesh jatio football FIFA Bishwokap koto shale onushthito hoyechilo?,"2019 shale, Qatar-e onushthito hoyechhilo.",
codemix-0247,"Jakir Abdul Karim Nayek 18 October 1965 sale Bharoter Maharashtra-r Mumbai-te jonmogrohon koren. Tini Mumbai-r Saint Peter's High School-er chatro chilen. Erpor tini Kishinchand Chellaram College-e vorti hon. Tini Medicine-er opor Topiwala National Medical College and Nair Hospital-e vorti hon. Ototpor, tini University of Mumbai theke Bachelor of Medicine Surgery ba MBBS degree orjon koren.[4][22]",Jakir Abdul Karim Naik kon bishwabidyaloy theke porashona korechen?,Tini University of Mumbai theke Islamic Studies-e porashona korechen.,
codemix-0248,1971 shale Bangladesh-er shadhinota laver por notun shorkar Jamaat-ke rajniti theke nishiddho ghoshona kore ebong daler netara Pakistan-e nirbashone chole jan. Porobortite 1975 shale prothom rashtrapoti Sheikh Mujib hotyakander por ebong koyekti shamorik obhyutthaner por 1977 shale Major General Ziaur Rahman khomotay ele Jamaat-er upor theke nishedhajna protyahar kore neya hoy. Daltir netakormira fire ashar onumoti pan ebong 1979 shaler May mashe totkalin Jamaat-e Islami-r otyonto probhabshali neta Abbas Ali Khan-er netritte Bangladesh Jamaat-e Islami protishthito hoy. Ei songothoner uddeshyo holo sharia vittiok ekta Islami rashtra protish,Bangladesh Jamaat-e-Islami kobe protishthito hoy?,1977 shale Ziaur Rahman-er shomoye protishthito hoy.,
codemix-0249,Al Kahf (Arbi vashay: al-kahf) musolmander dhormiyo grontho Quraner 18 tom surar ayat shonkha 110 ti ebong er rukur shonkha 11 ti. Al Kahf surati Makkay obotirno hoyeche. Ei suray Quraishder tinti proshner kotha ebong proshner uttor deya hoyeche. Ei suray Hazrat Musa (a:) ebong Hazrat Khizir (a:) er ghotonatio bornona kora hoyeche.,Quraner prothom surar rukur shonkha koto?,Quraner prothom surar rukur shonkha 7 ti.,
codemix-0250,"Shadhinotar pore abirbhuto cholocchitro porichalokder moddhe Alamgir Kabir (1938-1989) ullekhjoggo. Tar nirmito cholocchitro holo Dhire Bohe Meghna (1973), Surjo Konna (1976), Simana Periye (1977), Rupali Soikote (1979), Mohona (1982), Porinita (1984) o Mohanayok (1985).",Bangladeshi cholocchitro porichalok Alamgir Kabir-er porichalito prothom cholocchitrer nam ki?,Alamgir Kabir-er prothom cholochchitro chhilo Surjo Konna.,
